filename,x,y,mean_brightness,median_brightness,std_brightness,min_brightness,max_brightness,valid_ratio,valid_mean,valid_median,valid_std,is_valid,region_type
0000_0997_1000.png,997,1000,77.29209989583333,29.0,76.47705721288264,4,221,0.49097828125,139.0957158979898,184.0,65.84936461243954,True,normal
0000_0997_1001.png,997,1001,78.38009278645833,29.0,77.47844352822916,5,226,0.49326423177083334,140.72492404381072,186.0,66.5412414924617,True,normal
0000_0997_1002.png,997,1002,78.23406524739583,30.0,76.9834256731202,5,233,0.4950947135416667,139.87434067355693,184.0,66.1269194763718,True,normal
0000_0997_1003.png,997,1003,79.82496579427084,30.0,78.77595507968745,5,233,0.49981936197916665,141.64342216655513,190.0,68.55775410008172,True,normal
0000_0997_1004.png,997,1004,80.83729895833334,31.0,79.3931499294163,4,234,0.5052021484375,142.05792436891946,190.0,69.46111403033292,True,normal
0000_0997_1005.png,997,1005,81.79772584635417,38.0,80.41627183979678,5,255,0.528538984375,138.96945168277117,188.0,72.31550495814223,True,half_bg
0000_0998_0993.png,998,993,12.278212721354167,12.0,7.318402134624255,2,75,0.030337565104166665,48.594148738693306,51.0,8.938925237567773,False,pure_bg
0000_0998_0994.png,998,994,74.21045610677083,32.0,75.94398632730449,4,238,0.5304118098958334,123.65640342297911,126.0,74.76109606922867,True,half_bg
0000_0998_0995.png,998,995,81.84689276041667,31.0,81.8412915948788,4,241,0.5077585677083334,143.14281847574682,194.0,74.01101338692199,True,normal
0000_0998_0996.png,998,996,80.57001122395833,30.0,80.47210326389485,4,230,0.497436953125,143.81086869834164,194.0,70.57440425842225,True,normal
0000_0998_0997.png,998,997,77.97890813802083,29.0,79.11407142005021,4,229,0.48121065104166666,142.91726777551995,191.0,69.26221018860053,True,normal
0000_0998_0998.png,998,998,78.67409890625,29.0,78.86558701847562,4,225,0.4870101171875,142.89653957019897,190.0,68.23929135757238,True,normal
0000_0998_0999.png,998,999,76.81441048177084,29.0,76.54744308377357,5,223,0.48367765625,139.7042849646658,185.0,66.17770119548506,True,normal
0000_0998_1000.png,998,1000,76.2671678515625,29.0,75.95361644442946,4,222,0.4829287109375,138.74318530396877,183.0,65.73971059971944,True,normal
0000_0998_1001.png,998,1001,77.95702544270833,29.0,77.54278985669997,4,219,0.4896291796875,140.6875533011922,187.0,67.06682220775765,True,normal
0000_0998_1002.png,998,1002,76.86538829427083,29.0,76.46164913777595,4,221,0.48719100260416665,138.9176864481063,185.0,66.46310210049867,True,normal
0000_0998_1003.png,998,1003,77.81874346354167,30.0,77.42592660959542,5,227,0.49229072916666666,139.457488678036,186.0,67.94921232247853,True,normal
0000_0998_1004.png,998,1004,78.81475166666667,30.0,78.61100126163691,4,228,0.49432423177083334,140.63449312285834,189.0,69.73663051217991,True,normal
0000_0998_1005.png,998,1005,77.54044899739583,30.0,77.92301552101958,4,228,0.4914943619791667,139.415705615265,184.0,68.86667733540106,True,half_bg
0000_0998_1006.png,998,1006,31.224549375,14.0,44.88888483951764,2,223,0.22486838541666668,93.28692379778634,57.0,62.90182672656305,True,half_bg
