filename,x,y,mean_brightness,std_brightness,min_brightness,max_brightness,valid_ratio,valid_mean,valid_std,is_valid,region_type
0000_0995_0998.png,995,998,11.4950829296875,18.235424678142593,6,255,0.014401158854166667,138.00075135012463,81.97368508431336,False,normal
0000_0995_0999.png,995,999,67.8512196875,82.8380043145637,6,255,0.5016837369791667,125.14772776497352,84.18828492214723,True,normal
0000_0995_1000.png,995,1000,66.67510731770834,81.6037439786528,6,255,0.5001649479166667,123.14981385828237,83.24999726675337,True,normal
0000_0995_1001.png,995,1001,11.44177359375,17.7018058326742,6,255,0.01397078125,135.4162332844963,81.93696764505741,False,normal
0000_0996_0998.png,996,998,63.401437643229166,80.98248213311945,6,255,0.4690337760416667,123.89448540514113,84.18729089829779,True,normal
0000_0996_0999.png,996,999,119.67514796875,84.47787165670894,23,255,0.9999152473958334,119.6827632826329,84.47740177162949,True,normal
0000_0996_1000.png,996,1000,119.34291979166667,84.59843730118737,27,255,0.9999194270833334,119.35013000787094,84.59803225584834,True,normal
0000_0996_1001.png,996,1001,68.19953798177083,86.9451994391773,6,255,0.4659925,134.97834947048503,88.7070627397573,True,normal
0000_0997_0997.png,997,997,10.668197799479167,14.06228842508397,6,255,0.0061404817708333335,0.0,0.0,False,pure_bg
0000_0997_0998.png,997,998,111.14807998697917,86.59859883174869,6,255,0.8963866927083334,122.78314738085187,84.01793607446896,True,normal
0000_0997_0999.png,997,999,119.77955337239584,84.04833300799243,28,255,0.9999911458333334,119.78034877131725,84.04828002460421,True,normal
0000_0997_1000.png,997,1000,119.35033505208334,84.0908650080328,16,255,0.9999860416666667,119.35161420482328,84.09075340473588,True,normal
0000_0997_1001.png,997,1001,109.37551700520834,86.69059140441091,6,255,0.8953806770833334,120.9580620649655,84.32521578822467,True,normal
0000_0997_1002.png,997,1002,10.493497252604167,12.565991107188598,6,255,0.005484986979166667,0.0,0.0,False,pure_bg
0000_0998_0997.png,998,997,33.49225467447916,64.5064072843859,6,255,0.15576001302083334,161.90602521958652,84.67185694369016,True,normal
0000_0998_0998.png,998,998,123.50643661458334,84.86733259382439,12,255,0.9998715885416667,123.51936399697576,84.86509664175723,True,normal
0000_0998_0999.png,998,999,118.9929266796875,84.47621718925487,20,255,0.9999014713541666,119.00170928299667,84.47574548297128,True,normal
0000_0998_1000.png,998,1000,118.79392563802084,84.49486660264328,26,255,0.9998765625,118.80490206343178,84.49430624839556,True,normal
0000_0998_1001.png,998,1001,119.49524416666667,84.14544361542222,21,255,0.9999767317708333,119.49732937145295,84.14531215018759,True,normal
0000_0998_1002.png,998,1002,28.229546002604167,54.26702874420005,6,255,0.1564251171875,127.83383464648662,83.99238081755203,True,normal
